,multivariate_choice,univariate_choice
0,4.457142857142857,3.7714285714285714
1,3.6857142857142855,4.057142857142857
2,3.0285714285714285,3.6857142857142855
3,3.5428571428571427,3.4857142857142858
4,3.342857142857143,3.742857142857143
5,3.3714285714285714,3.2
6,3.3142857142857145,3.0
7,3.9714285714285715,3.4857142857142858
8,3.6857142857142855,4.371428571428571
9,4.685714285714286,3.3142857142857145
10,3.914285714285714,4.057142857142857
11,3.142857142857143,4.0
12,4.2,3.857142857142857
13,4.742857142857143,3.8
14,4.142857142857143,4.4
15,5.142857142857143,3.4
16,4.228571428571429,4.142857142857143
17,2.1142857142857143,2.6285714285714286
18,2.657142857142857,2.7714285714285714
19,4.314285714285714,3.5142857142857142
20,2.942857142857143,4.685714285714286
