,multivariate_choice,univariate_choice
0,5.0285714285714285,4.285714285714286
1,4.6571428571428575,4.057142857142857
2,4.0,3.6285714285714286
3,4.3428571428571425,4.0
4,3.2,4.114285714285714
5,3.7714285714285714,3.342857142857143
6,3.257142857142857,3.9714285714285715
7,3.8285714285714287,4.371428571428571
8,3.7142857142857144,3.4571428571428573
9,3.6285714285714286,4.285714285714286
10,4.514285714285714,3.942857142857143
11,4.085714285714285,3.2285714285714286
12,4.171428571428572,4.2
13,3.6857142857142855,3.857142857142857
14,4.057142857142857,4.485714285714286
15,3.4,4.514285714285714
16,3.8857142857142857,3.9714285714285715
17,2.6,1.9428571428571428
18,2.257142857142857,2.5142857142857142
19,4.6,3.914285714285714
20,3.9714285714285715,3.5428571428571427
